word,hiragana,katakana,BCCWJ_SUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_LUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
で,で,デ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
も,も,モ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5
居る,いる,イル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,5,1,3,4,5,5,5,5,5,4,4,4,5,1,1,3,5,2,1,5,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,3,4,5
ます,ます,マス,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,4,2,2,4,4,3,3,4,3,3,2,3,3,2,4,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
有る,ある,アル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,2,5,3,5,5,5,2,2,3,3,5,5,3,3,4,5,5,5,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,3,5,4
です,です,デス,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
言う,いう,イウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
事,こと,コト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ない,ない,ナイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
れる,れる,レル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
成る,なる,ナル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,5,5,1,2,2,5,4,5,5,5,2,3,3,3,2,2,3,3,2,2,5,5,3,4,4,3,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,2,5,3,2,3
一,いち,イチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,5,1,1,5,2,2,1,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
無い,ない,ナイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,5,4,4,5,4,5,5,5,4,4,4,5,3,3,5,5,2,5,5,3,3,4,5,3,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
から,から,カラ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5
か,か,カ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
二,に,ニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
其の,その,ソノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,3,5,5,5,4,4,5,5,5,5,2,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,2,5,5
様,さま,サマ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
三,さん,サン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
十,じゅう,ジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,5,1,1,5,3,3,3,5,4,4,5,5,2,5,4,1,3,4,4,3,4,5,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4
ず,ず,ズ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,3,4,5,4,5,5,4,4,4,3,3,5,5,5,2,3,5,3,4,3,4,4,3,3,3,4,4,3,3,1,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,4,4,4,3
此の,この,コノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5
物,もの,モノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
的,てき,テキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,4,5,5,4,5,5,4,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
其れ,それ,ソレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,5,2,2,2,3,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5
御,ご,ゴ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,2,3,4,5,5,5,5,5,4,4,4,4,4,4,5,4,3,2,5,5,3,3,4,4,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,5,4,4,5
や,や,ヤ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
年,ねん,ネン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
来る,くる,クル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
五,ご,ゴ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,1,5,1,1,5,5,5,5,4,4,4,5,4,3,5,5,5,3,4,4,4,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,4
ば,ば,バ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,4,3,4,4,4,4,4,3,4,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
思う,おもう,オモウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
見る,みる,ミル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
行く,いく,イク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
四,よん,ヨン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,2,1,5,1,1,5,3,3,3,5,4,4,5,4,3,5,4,1,3,4,4,4,5,5,4,4,5,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4
出来る,できる,デキル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,4,4,5,5,5,5,5,4,4,4,5,1,1,5,5,2,5,5,5,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
此れ,これ,コレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,3,3,3,3,5,2,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
良い,よい,ヨイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,1,4,4,5,5,1,1,5,5,2,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
者,もの,モノ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
私,わたし,ワタシ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
など,など,ナド,5,5,4,4,5,5,4,4,5,4,4,4,5,5,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,1,5,5,5
ね,ね,ネ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5
られる,られる,ラレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,4,3,4,4,4,4,4,4,4,4,4,3,4,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
よ,よ,ヨ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
さん,さん,サン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
因る,よる,ヨル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,1,1,3,4,3,3,3,3,2,3,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
何,なに,ナニ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
まで,まで,マデ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
時,とき,トキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
六,ろく,ロク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,2,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,1,3,4,4,4,5,5,3,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
二十,はたち,ハタチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,4,3,2,1,1,1,1,1,1,5,1,1,2,1,3,3,1,1,1,5,2,1,2,3,3,3,4,4,2,2,4,2,2,5,5,5,5,5,5,5,5,5,3,4,1,3,5,1,3,1,1,3
人,ひと,ヒト,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
為,ため,タメ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,3,3,4,5,4,5,5,5,3,3,2,4,5,5,4,5,5,3,5,5,3,3,4,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4
月,つき,ツキ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,5,4,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
八,はち,ハチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,5,1,1,5,1,1,2,5,3,3,5,4,2,5,3,4,3,3,4,3,5,4,3,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
へ,へ,ヘ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
てる,てる,テル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,2,1,5,4,4,5,4,5,5,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,2,4,5,5
第,だい,ダイ,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4,1,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,1,3,4,5,3,4,3,3,2,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
そう,そう,ソウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
七,なな,ナナ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,1,1,5,1,1,5,1,1,1,4,4,4,5,4,3,5,4,1,3,4,4,3,5,4,3,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,3,5,4,5,5,4,4
九,きゅう,キュウ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,3,3,4,3,2,5,1,1,5,2,2,2,4,3,3,5,4,2,5,4,1,2,3,4,3,5,4,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,3
だけ,だけ,ダケ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
日本,にほん,ニホン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,4,2,4,4,5,2,5,5,5,4,5,5,5,5,5,5,1,5,3,5,5,1,5,5,5
達,たち,タチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4,4,5,3,3,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
たい,たい,タイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,2,5,4,3,2,2,2,2,2,4,2,4,3,3,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5
どう,どう,ドウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5
中,なか,ナカ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
せる,せる,セル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,1,3,3,1,2,2,3,2,1,2,2,2,2,4,1,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5
又,また,マタ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,2,5,4,5,5,3,2,2,2,2,4,4,4,3,4,5,5,5,2,2,3,2,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,3,3,4
つく,つく,ツク,5,5,4,5,5,4,4,4,4,4,4,4,5,5,5,3,5,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5
千,せん,セン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,3,4,2,1,5,1,1,5,3,3,2,5,4,4,5,4,2,4,3,4,3,3,4,3,4,4,3,3,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,1,4,5,4,5,5,4
